id,atm_group,address,address_rus,lat,long,target,isTrain
8526.0,32.0,"EMELYANOVA,34          Y-SAKHALINSK   ","улица А.О. Емельянова, 34, Южно-Сахалинск, Сахалинская область, Россия",46.940995,142.738319,0.011499820919999999,True
8532.0,32.0,"KOMSOMOLSKAYA,259B     Y.SAKHALINSK   ","Комсомольская улица, 259, Южно-Сахалинск, Сахалинская область, Россия",46.937353,142.753348,0.029710265039999996,True
8533.0,32.0,"KOMMUN. PR., 32        YUZHNO SAKHAL  ","Коммунистический проспект, Южно-Сахалинск, Сахалинская область, Россия",46.959413,142.74111299999998,0.009539960883,True
8684.0,32.0,"LENINGRADSKIY PR.,76A  MOSCOW         ","Ленинградский проспект, 76А, Москва, Россия, 125315",55.805827,37.515146,-0.09403462448,True
37.0,32.0,"GVARDEYSKAYA PL., 2    NORILSK        ","Гвардейская площадь, 2, Норильск, Красноярский край, Россия, 663302",69.343541,88.211228,0.07927735201000001,True
313.0,32.0,"RUSSKAYA, 16           VLADIVOSTOK    ","Русская улица, 16, Владивосток, Приморский край, Россия, 690039",43.165859999999995,131.90821200000002,-0.1450012315,True
335.0,32.0,"SHUKHOVA, 14           MOSCOW         ","улица Шухова, 14, Москва, Россия, 115162",55.716859,37.613063000000004,-0.024682235240000003,True
358.0,32.0,"ADMIRALA FOKINA, 25    VLADIVOSTOK    ","улица Адмирала Фокина, 25, Владивосток, Приморский край, Россия, 690091",43.117174,131.885503,-0.1334258835,True
2895.0,32.0,Zhivopisnaia 136       d.Velednikov,"деревня Веледниково, городской округ Истра, Московская область, Россия",55.799765,37.116015999999995,0.1414693533,True
1975.0,496.5,BEKESHSKAYA 39            PENZA,"Бекешская улица, 39, Пенза, Россия, 440018",53.203219999999995,44.978826,0.01725893327,True
1977.0,496.5,B.MOSKOVSKAYA 90A         VLADIMIR,"Большая Московская улица, 90А, Владимир, Россия, 600000",56.132925,40.419184,-0.013949004709999999,True
1992.0,496.5,GORKOGO 20                TAMBOV,"улица Максима Горького, 20, Тамбов, Россия",52.718497,41.454511,-0.048435739410000005,True
1998.0,496.5,KURASHOVA 28/1            YAKUTSK,"улица Курашова, 28/1, Якутск, Республика Саха (Якутия), Россия, 677000",62.033258999999994,129.73638200000002,-0.06429329745,True
2006.0,496.5,LENINA 32                 MUROM,"улица Ленина, 32, Муром, Владимирская область, Россия, 602267",55.577107999999996,42.05437,-0.100121429,True
2011.0,496.5,BOROVSKAYA 5              BALABANOVO,"Боровская улица, 5, Балабаново, Боровский район, Калужская область, Россия, 249000",55.180597999999996,36.655611,-0.0008294956654,True
2012.0,496.5,SOVETSKAYA 21             ZHUKOV,"Советская улица, 21, Жуков, Калужская область, Россия, 249191",55.027991,36.750518,-0.047667840419999996,True
2017.0,496.5,DORZHIEVA 24A             MUKHORSHIBIR,"улица Доржиева, 24А, село Мухоршибирь, Республика Бурятия, Россия",51.048934,107.822322,0.01737264398,True
2022.0,496.5,SADOVAYA 27B              KRIVODANOVKA,"Садовая улица, 27, село Криводановка, Новосибирский район, Новосибирская область, Россия",55.086363,82.64683000000001,-0.02765736579,True
2023.0,496.5,SOVETSKAYA 19             KUGESI,"Советская улица, 19, поселок городского типа Кугеси, Чебоксарский район, Чувашская Республика, Россия, 429500",56.029642,47.294593,-0.07787119186000001,True
2027.0,496.5,MELNIKOVA 106             CHERLAK,"улица Мельникова, 106, посёлок городского типа Черлак, Черлакский район, Омская область, Россия, 646250",54.151887,74.79789,-0.05062668553,True
2033.0,496.5,POBEDY 67/2               PETROPAVLOVS,"проспект Победы, 67/2, Петропавловск-Камчатский, Камчатский край, Россия, 683902",53.070803000000005,158.58751999999998,0.01906074285,True
2034.0,496.5,POLEVAYA 4                MEDVEDEVO,"Полевая улица, 4, посёлок городского типа Медведево, Медведевский район, Республика Марий Эл, Россия, 425200",56.63759,47.803974,-0.027475196119999996,True
2035.0,496.5,UPITA 5A                  KIROV,"улица Андрея Упита, 5А, Киров, Россия, 610050",58.605564,49.591163,-0.10137559089999999,True
2850.0,496.5,VOSTOCHNAYA 42/7          ORENBURG,"Восточная улица, 42/7, Оренбург, Россия, 460021",51.784175,55.153504000000005,-0.08652950912999999,True
2873.0,496.5,AMURSKAYA 13              CHITA,"Амурская улица, 13, Чита, Забайкальский край, Россия, 672039",52.023722,113.513428,-0.07328752901,True
2876.0,496.5,VOROVSKOGO 43             KIROV,"улица Воровского, 43, Киров, Россия",58.594438000000004,49.666657,-0.1105973683,True
2877.0,496.5,LENINA 3                  PRISTEN,"улица Ленина, 3, посёлок городского типа Пристень, Пристенский район, Курская область, Россия, 306200",51.235052,36.694293,-0.07879399868,True
2897.0,496.5,KARLA MARKSA 76/1         KURGAN,"улица Карла Маркса, 76/1, Курган, Россия",55.44224499999999,65.35418,-0.026146588230000004,True
2900.0,496.5,KALACHINSKAYA 25          KALACHINSK,"Калачинская улица, 25, Калачинск, Омская область, Россия, 646900",55.047817,74.588663,0.01820882754,True
2914.0,496.5,ZAVOYKO 7                 ELIZOVO,"улица Завойко, 7, Елизово, Камчатский край, Россия, 684000",53.1871,158.383863,0.061350927670000006,True
2923.0,496.5,19-LINIYA 10              IVANOVO,"19-я линия, 10, Иваново, Россия, 153031",56.989885,40.932023,-0.04473002151,True
2951.0,496.5,DEYNEKI 19                KURSK,"улица Дейнеки, 19, микрорайон КЗТЗ, Курск, Россия, 305047",51.704063,36.142449,-0.06321061892,True
2973.0,496.5,KRASNIY PUT' 9            KRUTINKA,"улица Красный Путь, 9, посёлок городского типа Крутинка, Крутинский район, Омская область, Россия, 646130",56.011686,71.508439,-0.05607726557,True
4446.0,496.5,PERVOMAYSKAYA 11          POCHEP,"Первомайская улица, 11, Почеп, Брянская область, Россия, 243400",52.928305,33.458785999999996,-0.07275458151,True
4447.0,496.5,OKTYABRSKAYA 138          PRYAMITSYNO,"Октябрьская улица, 138, посёлок городского типа Прямицыно, Октябрьский район, Курская область, Россия, 307200",51.65787,35.942753,-0.1166702729,True
4458.0,496.5,BORISA BOGATKOVA 248      NOVOSIBIRSK,"улица Бориса Богаткова, 248, Новосибирск, Россия, 630089",55.037515,82.978811,-0.1450012315,True
4466.0,496.5,GLADKOVA 10               CHEBOKSARY,"улица Фёдора Гладкова, 10, Чебоксары, Чувашская Республика, Россия, 428020",56.114525,47.247854,-0.07251412395,True
4470.0,496.5,LENINA 11                 KIREYEVSK,"улица Ленина, 11, Киреевск, Тульская область, Россия, 301260",53.928249,37.933231,0.003881073322,True
4489.0,496.5,LENINA 56                 AKSHA,"улица Ленина, 52/7, село Акша, Акшинский район, Забайкальский край, Россия",50.28123,113.28690900000001,-0.059236674270000005,True
4491.0,496.5,VAREYKISA 2/1             ULYANOVSK,"улица Варейкиса, 2с1, Ульяновск, Россия",54.256466,48.324044,-0.09805944763,True
4510.0,496.5,PER. BAZARNY 4            SPASSK-DALNY,"перулок Базарный, 4, Спасск-Дальний, Россия",44.59738,132.813596,0.03919064159,True
4511.0,496.5,GRIGORENKO 8              LESOZAVODSK,"улица Григоренко, 8, Лесозаводск, Приморский край, Россия",45.462274,133.403108,-0.029771982189999997,True
